timestamp,grid_i_r,grid_i_y,grid_i_b,grid_i_n,grid_thdi_r,grid_thdi_y,grid_thdi_b,grid_thdi_n,load_i_r,load_i_y,load_i_b,load_i_n,load_thdi_r,load_thdi_y,load_thdi_b,load_thdi_n,volt_r,volt_y,volt_b,freq_r,freq_y,freq_b,thdu_r,thdu_y,thdu_b,grid_pf_r,grid_pf_y,grid_pf_b,grid_pf_n,load_pf_r,load_pf_y,load_pf_b,load_pf_n,comp_cur_r,comp_cur_y,comp_cur_b,comp_rate_r,comp_rate_y,comp_rate_b,grid_kvar_r,grid_kvar_y,grid_kvar_b,grid_kw_r,grid_kw_y,grid_kw_b,grid_kva_r,grid_kva_y,grid_kva_b,load_kvar_r,load_kvar_y,load_kvar_b,load_kw_r,load_kw_y,load_kw_b,load_kva_r,load_kva_y,load_kva_b,temp_j1,temp_j2,temp_j3
2026-03-08T09:00:11.784050,153.084,151.573,153.983,3.842,8.601,8.982,8.324,16.26,143.64,141.876,144.825,4.603,12.871,13.548,12.574,24.232,230.518,231.637,230.264,50.06,49.972,49.949,2.143,2.355,2.031,0.929,0.921,0.939,0.867,0.888,0.881,0.899,0.837,11.069,11.4,10.626,89.544,89.546,90.606,8.754,8.573,8.91,34.933,34.637,35.065,37.928,37.682,38.17,9.354,9.198,9.526,32.34,32.216,32.481,36.777,36.592,37.062,42.452,45.279,41.847
2026-03-08T09:00:12.785196,152.996,152.177,153.76,3.847,8.629,9.012,8.341,16.351,143.674,142.502,145.23,4.615,12.929,13.6,12.619,24.384,230.387,231.078,230.29,50.093,49.924,49.963,2.144,2.362,2.029,0.93,0.922,0.939,0.87,0.891,0.883,0.9,0.84,11.114,11.45,10.68,89.792,89.469,90.689,8.753,8.593,8.938,34.922,34.576,35.18,38.046,37.721,38.138,9.389,9.201,9.543,32.45,32.3,32.574,36.934,36.647,37.021,42.374,45.125,41.823
2026-03-08T09:00:13.786918,153.084,152.044,154.443,3.844,8.665,9.045,8.367,16.46,144.039,142.786,145.028,4.619,12.982,13.643,12.674,24.488,230.477,231.166,230.938,50.007,50.07,50.055,2.151,2.366,2.036,0.93,0.923,0.94,0.872,0.892,0.882,0.902,0.839,11.143,11.494,10.713,90.104,89.614,90.706,8.785,8.599,8.932,34.947,34.716,35.173,38.041,37.704,38.254,9.394,9.247,9.58,32.488,32.292,32.482,36.97,36.734,37.1,42.432,45.142,41.898
2026-03-08T09:00:14.787164,153.739,152.582,154.405,3.829,8.69,9.111,8.399,16.479,144.238,142.728,145.326,4.61,13.038,13.679,12.697,24.564,230.733,231.194,231.23,50.046,49.981,50.004,2.154,2.373,2.038,0.932,0.924,0.94,0.871,0.893,0.884,0.901,0.84,11.181,11.506,10.732,90.004,89.6,91.022,8.8,8.643,8.956,35.012,34.703,35.149,38.004,37.823,38.209,9.431,9.252,9.572,32.473,32.43,32.569,36.968,36.732,37.062,42.339,45.279,41.948
2026-03-08T09:00:15.786935,153.863,152.736,154.625,3.806,8.717,9.139,8.413,16.554,144.409,142.794,145.607,4.615,13.094,13.771,12.762,24.655,230.659,231.898,231.266,49.95,50.095,49.976,2.155,2.377,2.039,0.933,0.925,0.943,0.871,0.893,0.884,0.901,0.841,11.199,11.535,10.779,90.15,89.943,91.126,8.822,8.644,8.992,35.071,34.808,35.286,38.078,37.859,38.211,9.445,9.264,9.6,32.496,32.421,32.576,37.007,36.841,37.101,42.375,45.266,41.945
2026-03-08T09:00:16.791840,153.773,152.434,154.604,3.776,8.764,9.151,8.466,16.601,144.696,142.995,145.99,4.59,13.117,13.804,12.796,24.671,231.329,232.252,230.802,50.003,49.969,50.109,2.16,2.378,2.046,0.935,0.927,0.943,0.873,0.892,0.885,0.901,0.843,11.225,11.544,10.789,90.134,89.98,90.98,8.832,8.671,9.0,35.039,34.848,35.32,38.103,37.814,38.22,9.473,9.301,9.632,32.601,32.474,32.653,37.086,36.837,37.115,42.413,45.223,41.889
2026-03-08T09:00:17.788902,153.977,152.98,154.906,3.737,8.779,9.195,8.483,16.581,145.176,143.487,146.221,4.561,13.175,13.851,12.821,24.689,231.426,231.609,231.185,50.094,50.06,50.063,2.161,2.378,2.043,0.935,0.927,0.945,0.874,0.896,0.886,0.902,0.842,11.208,11.568,10.768,90.294,89.942,91.044,8.852,8.673,9.008,35.119,34.859,35.23,38.177,37.871,38.399,9.462,9.31,9.646,32.568,32.466,32.589,36.996,36.858,37.206,42.38,45.192,41.925
2026-03-08T09:00:18.791284,154.087,152.569,155.122,3.694,8.81,9.215,8.492,16.62,145.35,143.54,146.288,4.535,13.244,13.88,12.847,24.776,230.767,231.77,231.399,50.088,50.127,50.013,2.165,2.387,2.047,0.935,0.927,0.943,0.875,0.896,0.888,0.904,0.843,11.224,11.548,10.775,90.38,90.129,91.327,8.871,8.695,9.033,35.086,34.903,35.287,38.167,37.933,38.301,9.501,9.3,9.639,32.659,32.478,32.682,37.017,36.951,37.212,42.367,45.214,41.921
2026-03-08T09:00:19.793792,154.256,153.121,155.348,3.649,8.842,9.235,8.536,16.626,145.344,143.531,146.238,4.496,13.274,13.924,12.886,24.748,231.124,231.619,230.818,49.995,49.97,50.071,2.168,2.394,2.048,0.936,0.927,0.946,0.876,0.895,0.887,0.904,0.846,11.195,11.534,10.774,90.563,90.246,91.393,8.866,8.712,9.045,35.159,34.919,35.273,38.311,37.951,38.317,9.506,9.308,9.655,32.62,32.489,32.72,37.107,36.928,37.323,42.442,45.198,41.996
2026-03-08T09:00:20.797365,154.628,153.168,155.487,3.597,8.867,9.274,8.557,16.599,145.44,143.693,146.381,4.455,13.29,13.986,12.935,24.687,231.046,231.956,231.442,50.029,49.971,50.081,2.174,2.395,2.056,0.936,0.928,0.946,0.874,0.896,0.888,0.904,0.844,11.157,11.497,10.743,90.473,90.091,91.6,8.882,8.69,9.069,35.236,34.973,35.311,38.335,38.065,38.413,9.498,9.325,9.688,32.651,32.514,32.7,37.102,37.034,37.335,42.446,45.347,42.032
2026-03-08T09:00:21.799466,154.285,152.695,155.396,3.551,8.899,9.284,8.579,16.553,145.372,143.495,146.799,4.408,13.358,13.978,12.971,24.704,231.041,232.032,231.42,50.078,49.958,49.976,2.179,2.398,2.053,0.939,0.927,0.947,0.875,0.896,0.887,0.906,0.846,11.133,11.444,10.684,90.627,90.293,91.436,8.892,8.714,9.075,35.247,34.959,35.452,38.345,38.022,38.371,9.526,9.348,9.704,32.711,32.622,32.723,37.141,36.954,37.366,42.545,45.242,42.003
2026-03-08T09:00:22.804083,154.18,153.102,155.563,3.499,8.922,9.307,8.599,16.551,145.639,143.605,147.121,4.376,13.375,14.02,13.016,24.646,231.084,232.181,231.466,50.062,50.079,50.117,2.182,2.403,2.061,0.938,0.927,0.945,0.874,0.896,0.886,0.904,0.843,11.078,11.421,10.649,90.641,89.969,91.553,8.906,8.726,9.076,35.234,34.923,35.349,38.316,38.081,38.443,9.529,9.347,9.688,32.726,32.665,32.788,37.183,36.998,37.304,42.458,45.235,41.952
2026-03-08T09:00:23.802006,154.775,152.887,155.546,3.445,8.922,9.337,8.601,16.479,145.865,143.365,146.8,4.316,13.372,14.046,13.056,24.575,230.958,232.326,231.812,49.946,50.065,50.06,2.179,2.405,2.063,0.938,0.929,0.945,0.874,0.897,0.888,0.906,0.846,11.028,11.334,10.596,90.552,90.159,91.597,8.898,8.729,9.085,35.268,35.034,35.412,38.365,38.149,38.462,9.523,9.352,9.697,32.703,32.674,32.811,37.246,37.123,37.443,42.475,45.376,42.054
2026-03-08T09:00:24.806077,154.745,152.641,155.683,3.397,8.936,9.319,8.624,16.422,145.795,143.235,147.11,4.26,13.412,14.049,13.074,24.459,231.014,231.967,231.161,50.084,50.018,50.136,2.179,2.408,2.06,0.938,0.929,0.946,0.874,0.896,0.887,0.908,0.842,10.958,11.291,10.548,90.641,89.909,91.78,8.907,8.702,9.102,35.319,35.068,35.44,38.404,38.16,38.462,9.561,9.344,9.72,32.751,32.663,32.869,37.336,37.091,37.408,42.496,45.321,42.026
2026-03-08T09:00:25.804435,154.671,152.479,155.607,3.352,8.974,9.344,8.667,16.343,145.697,143.209,147.016,4.206,13.465,14.047,13.078,24.405,231.495,232.234,231.169,50.002,50.127,50.086,2.182,2.408,2.068,0.937,0.929,0.947,0.873,0.899,0.887,0.908,0.843,10.879,11.221,10.455,90.644,89.877,91.691,8.93,8.7,9.102,35.326,34.997,35.483,38.468,38.105,38.488,9.551,9.348,9.742,32.761,32.659,32.853,37.278,37.156,37.424,42.428,45.28,42.06
2026-03-08T09:00:26.812392,154.717,152.471,155.479,3.303,8.967,9.365,8.686,16.281,145.768,143.206,147.122,4.159,13.445,14.054,13.108,24.206,231.509,232.322,231.551,50.057,49.999,50.102,2.185,2.411,2.068,0.937,0.93,0.946,0.872,0.899,0.886,0.908,0.841,10.82,11.113,10.399,90.428,89.977,91.806,8.916,8.703,9.1,35.328,35.072,35.531,38.396,38.105,38.636,9.542,9.338,9.742,32.839,32.696,32.894,37.324,37.186,37.511,42.495,45.325,41.964
2026-03-08T09:00:27.815388,154.601,152.489,156.028,3.255,8.979,9.359,8.69,16.184,145.55,142.654,147.215,4.105,13.471,14.06,13.135,24.128,231.459,232.624,231.667,50.073,50.058,49.956,2.189,2.41,2.069,0.94,0.926,0.947,0.871,0.897,0.887,0.906,0.842,10.733,11.042,10.288,90.585,89.75,91.631,8.932,8.718,9.119,35.383,35.026,35.516,38.537,38.137,38.656,9.549,9.346,9.744,32.835,32.702,32.895,37.408,37.162,37.419,42.492,45.325,42.051
2026-03-08T09:00:28.807714,154.026,152.124,155.603,3.222,9.011,9.366,8.695,16.084,145.416,142.742,147.156,4.049,13.502,14.057,13.189,23.937,231.79,232.9,231.992,50.134,50.023,50.098,2.193,2.414,2.07,0.939,0.929,0.947,0.871,0.899,0.887,0.909,0.841,10.631,10.967,10.226,90.433,89.592,91.677,8.936,8.703,9.115,35.444,35.147,35.594,38.439,38.132,38.664,9.538,9.319,9.766,32.869,32.695,32.925,37.41,37.108,37.538,42.462,45.26,42.027
2026-03-08T09:00:29.815832,154.432,151.829,155.741,3.196,8.993,9.346,8.715,15.992,145.104,142.427,147.262,3.998,13.488,14.07,13.167,23.842,232.093,232.79,231.359,50.085,50.091,50.15,2.198,2.412,2.075,0.939,0.925,0.947,0.868,0.896,0.885,0.909,0.838,10.54,10.835,10.119,90.538,89.606,91.778,8.911,8.698,9.144,35.5,35.055,35.528,38.526,38.221,38.638,9.562,9.318,9.751,32.835,32.712,32.868,37.416,37.165,37.566,42.52,45.434,42.092
2026-03-08T09:00:30.812217,153.944,151.521,155.458,3.17,9.008,9.338,8.718,15.853,144.884,142.194,146.933,3.955,13.537,14.045,13.227,23.599,231.994,233.057,231.856,50.072,50.107,50.107,2.197,2.417,2.077,0.938,0.926,0.947,0.87,0.897,0.885,0.907,0.838,10.437,10.752,10.027,90.224,89.562,91.725,8.912,8.681,9.121,35.515,35.172,35.545,38.579,38.144,38.677,9.554,9.283,9.75,32.899,32.772,32.886,37.426,37.204,37.561,42.509,45.269,42.016
2026-03-08T09:00:31.809028,153.653,151.471,155.548,3.156,9.032,9.317,8.745,15.735,144.993,141.721,146.8,3.911,13.523,14.037,13.216,23.467,232.078,233.053,232.023,50.079,50.112,50.032,2.197,2.417,2.079,0.937,0.926,0.95,0.867,0.897,0.883,0.907,0.837,10.351,10.653,9.922,90.34,89.169,91.506,8.9,8.658,9.15,35.443,35.115,35.686,38.52,38.147,38.69,9.555,9.281,9.747,32.941,32.736,33.021,37.421,37.113,37.536,42.493,45.38,42.045
2026-03-08T09:00:32.817799,153.596,151.253,155.317,3.145,9.013,9.309,8.757,15.607,144.473,141.499,147.004,3.872,13.554,14.034,13.25,23.231,232.265,232.429,231.38,50.027,50.144,50.052,2.202,2.411,2.081,0.939,0.926,0.947,0.864,0.896,0.884,0.909,0.836,10.261,10.541,9.852,90.345,89.01,91.573,8.917,8.656,9.139,35.475,35.072,35.663,38.548,38.229,38.704,9.539,9.267,9.765,32.953,32.805,32.955,37.488,37.228,37.573,42.548,45.337,42.078
2026-03-08T09:00:33.820893,153.564,150.715,155.487,3.157,9.026,9.295,8.774,15.49,144.193,141.265,146.911,3.836,13.521,14.027,13.27,23.12,232.285,233.072,231.815,50.015,50.136,50.061,2.199,2.411,2.079,0.936,0.923,0.95,0.864,0.896,0.883,0.906,0.834,10.135,10.443,9.729,90.245,88.822,91.678,8.907,8.636,9.123,35.494,35.093,35.686,38.562,38.172,38.781,9.521,9.252,9.768,32.923,32.763,32.949,37.481,37.129,37.653,42.643,45.371,42.114
2026-03-08T09:00:34.820934,153.136,150.602,155.59,3.156,9.028,9.292,8.779,15.33,144.384,140.797,146.508,3.812,13.547,13.957,13.26,22.895,231.632,232.276,232.215,50.132,50.15,50.011,2.202,2.417,2.082,0.938,0.923,0.948,0.861,0.896,0.884,0.91,0.833,10.041,10.346,9.65,89.822,88.6,91.393,8.901,8.623,9.147,35.523,35.163,35.676,38.61,38.172,38.687,9.526,9.237,9.773,32.951,32.725,32.973,37.503,37.16,37.649,42.592,45.371,42.003
2026-03-08T09:00:35.820931,152.863,150.539,155.316,3.172,9.005,9.245,8.789,15.234,144.083,140.06,146.656,3.791,13.537,13.935,13.292,22.674,231.868,232.506,232.024,50.156,50.103,50.055,2.2,2.416,2.088,0.938,0.922,0.947,0.859,0.896,0.883,0.907,0.83,9.938,10.24,9.564,89.702,88.599,91.502,8.895,8.587,9.12,35.558,35.111,35.718,38.585,38.209,38.693,9.521,9.207,9.758,32.986,32.798,32.979,37.473,37.131,37.654,42.554,45.347,42.058
2026-03-08T09:00:36.818248,152.812,149.733,155.148,3.194,8.994,9.228,8.787,15.084,143.513,139.679,146.535,3.784,13.486,13.883,13.311,22.477,231.724,232.895,232.415,50.058,50.07,50.085,2.206,2.413,2.085,0.937,0.923,0.948,0.86,0.894,0.881,0.908,0.83,9.843,10.123,9.445,89.601,88.415,91.339,8.857,8.552,9.126,35.535,35.171,35.74,38.608,38.238,38.836,9.481,9.181,9.764,32.921,32.756,33.021,37.449,37.152,37.646,42.633,45.453,42.159
2026-03-08T09:00:37.822572,152.483,149.875,155.209,3.236,8.998,9.222,8.791,14.955,143.438,139.207,145.961,3.774,13.521,13.845,13.277,22.278,232.075,232.468,231.84,50.123,50.137,50.11,2.203,2.409,2.09,0.935,0.922,0.949,0.856,0.896,0.88,0.906,0.825,9.765,10.053,9.359,89.489,88.195,91.335,8.867,8.544,9.122,35.504,35.09,35.684,38.609,38.23,38.873,9.481,9.17,9.737,32.928,32.728,33.007,37.512,37.101,37.709,42.666,45.328,42.172
2026-03-08T09:00:38.818807,152.572,149.187,154.693,3.263,8.979,9.164,8.812,14.838,143.118,138.893,146.047,3.775,13.475,13.837,13.308,22.043,232.332,232.502,232.017,50.127,50.023,50.1,2.204,2.41,2.088,0.936,0.921,0.95,0.853,0.894,0.88,0.907,0.824,9.65,9.942,9.3,89.384,87.979,90.994,8.85,8.501,9.125,35.547,35.128,35.67,38.658,38.236,38.866,9.462,9.129,9.749,32.949,32.739,33.073,37.5,37.15,37.665,42.685,45.396,42.168
2026-03-08T09:00:39.823434,151.973,149.093,154.357,3.313,8.966,9.143,8.809,14.679,142.402,138.443,145.644,3.793,13.48,13.762,13.294,21.839,231.959,232.416,231.904,50.08,49.981,50.039,2.202,2.406,2.092,0.935,0.92,0.946,0.852,0.893,0.879,0.905,0.824,9.581,9.864,9.215,89.064,87.632,91.014,8.822,8.5,9.122,35.485,35.109,35.791,38.591,38.224,38.821,9.432,9.096,9.745,32.94,32.696,33.085,37.426,37.102,37.769,42.663,45.386,42.171
2026-03-08T09:00:40.819848,151.707,148.536,154.467,3.35,8.977,9.097,8.787,14.54,142.444,138.063,145.329,3.814,13.428,13.742,13.318,21.69,232.365,232.479,231.951,49.972,50.074,50.024,2.201,2.41,2.094,0.934,0.918,0.947,0.852,0.891,0.878,0.907,0.819,9.484,9.783,9.111,88.979,87.403,90.941,8.795,8.48,9.107,35.544,35.071,35.795,38.636,38.128,38.888,9.423,9.091,9.721,32.953,32.712,33.096,37.492,37.069,37.74,42.617,45.522,42.168
2026-03-08T09:00:41.821925,151.5,147.947,153.981,3.403,8.93,9.073,8.797,14.411,141.667,137.718,145.165,3.835,13.436,13.673,13.286,21.5,231.744,233.096,231.78,50.039,50.109,50.038,2.208,2.401,2.094,0.933,0.917,0.945,0.85,0.893,0.876,0.905,0.817,9.433,9.716,9.041,88.866,87.28,90.887,8.79,8.425,9.091,35.557,35.09,35.746,38.61,38.156,38.917,9.416,9.051,9.724,32.94,32.679,33.151,37.527,37.046,37.737,42.698,45.425,42.153
2026-03-08T09:00:42.823646,151.395,148.011,154.245,3.46,8.938,9.049,8.792,14.304,141.385,137.362,144.854,3.865,13.392,13.624,13.324,21.36,232.115,233.049,232.257,50.162,50.018,50.006,2.206,2.403,2.091,0.933,0.914,0.947,0.845,0.889,0.874,0.905,0.816,9.367,9.651,9.001,88.82,87.295,90.525,8.783,8.402,9.102,35.594,35.062,35.804,38.614,38.062,38.93,9.397,9.018,9.717,32.997,32.615,33.09,37.464,37.093,37.757,42.677,45.478,42.11
2026-03-08T09:00:43.829394,151.04,147.667,154.102,3.503,8.897,9.002,8.796,14.227,140.923,136.703,144.777,3.885,13.34,13.563,13.297,21.16,232.58,232.752,231.673,50.114,50.095,50.019,2.201,2.398,2.097,0.932,0.914,0.945,0.844,0.89,0.874,0.904,0.814,9.326,9.592,8.953,88.503,86.774,90.582,8.758,8.382,9.067,35.597,34.978,35.742,38.603,38.11,38.868,9.36,8.976,9.69,32.974,32.582,33.18,37.508,36.99,37.766,42.712,45.49,42.208
2026-03-08T09:00:44.830108,150.496,147.454,153.736,3.56,8.89,8.95,8.784,14.072,140.699,136.269,144.41,3.935,13.314,13.501,13.28,21.007,231.936,232.469,231.798,50.133,50.169,50.128,2.201,2.4,2.097,0.93,0.911,0.946,0.843,0.891,0.872,0.904,0.812,9.274,9.524,8.892,88.369,86.725,90.557,8.721,8.358,9.048,35.502,34.918,35.82,38.671,38.057,38.932,9.334,8.944,9.676,32.914,32.608,33.078,37.466,36.973,37.699,42.685,45.514,42.107
2026-03-08T09:00:45.826720,150.316,147.069,153.124,3.611,8.851,8.91,8.792,14.027,140.235,135.726,143.973,3.975,13.311,13.41,13.283,20.851,232.659,232.709,232.173,50.005,50.103,50.177,2.204,2.396,2.096,0.93,0.91,0.943,0.84,0.89,0.871,0.903,0.812,9.224,9.484,8.855,88.04,86.664,90.431,8.721,8.335,9.039,35.459,34.923,35.78,38.626,37.986,38.835,9.336,8.933,9.684,32.992,32.563,33.177,37.402,37.036,37.752,42.623,45.411,42.148
2026-03-08T09:00:46.832212,149.981,146.792,153.143,3.658,8.851,8.866,8.777,13.895,139.932,135.348,144.069,4.027,13.262,13.359,13.255,20.722,232.686,232.499,231.641,50.021,50.008,49.993,2.201,2.393,2.094,0.928,0.908,0.946,0.839,0.889,0.871,0.903,0.81,9.184,9.489,8.857,87.98,86.215,89.974,8.695,8.297,9.034,35.492,34.959,35.872,38.6,37.907,38.892,9.29,8.883,9.666,32.986,32.565,33.104,37.462,36.894,37.826,42.675,45.537,42.173
2026-03-08T09:00:47.825246,149.777,146.426,152.613,3.705,8.8,8.802,8.774,13.848,139.491,134.914,143.385,4.078,13.227,13.288,13.273,20.643,231.931,233.028,231.993,50.027,50.099,50.178,2.204,2.386,2.096,0.929,0.908,0.942,0.838,0.888,0.868,0.905,0.809,9.178,9.474,8.816,87.79,86.008,89.943,8.658,8.254,9.037,35.454,34.852,35.783,38.603,37.971,38.918,9.258,8.855,9.653,32.938,32.484,33.158,37.499,36.892,37.73,42.64,45.432,42.182
2026-03-08T09:00:48.837060,149.333,146.129,152.743,3.736,8.774,8.764,8.771,13.769,139.226,134.941,143.42,4.12,13.165,13.222,13.276,20.537,232.209,232.372,232.494,50.139,50.164,50.038,2.201,2.38,2.095,0.926,0.907,0.943,0.834,0.885,0.868,0.902,0.805,9.171,9.455,8.832,87.705,85.941,89.81,8.635,8.245,9.0,35.45,34.877,35.85,38.567,37.855,38.943,9.255,8.817,9.614,32.937,32.536,33.193,37.465,36.807,37.764,42.714,45.578,42.141
2026-03-08T09:00:49.828626,149.314,145.601,152.139,3.78,8.77,8.715,8.751,13.727,138.559,134.675,143.188,4.178,13.125,13.132,13.239,20.439,231.898,232.269,232.256,50.164,50.017,49.99,2.197,2.375,2.096,0.924,0.906,0.944,0.834,0.884,0.865,0.903,0.804,9.173,9.456,8.825,87.371,85.656,89.56,8.604,8.201,8.985,35.414,34.795,35.843,38.568,37.882,38.967,9.206,8.789,9.63,32.858,32.397,33.186,37.369,36.839,37.833,42.753,45.606,42.182
2026-03-08T09:00:50.835911,148.93,145.427,152.033,3.803,8.718,8.686,8.752,13.67,138.486,134.276,142.733,4.243,13.086,13.053,13.239,20.338,232.551,233.024,232.062,49.999,50.099,50.11,2.195,2.374,2.103,0.923,0.905,0.94,0.832,0.883,0.864,0.903,0.803,9.211,9.464,8.844,87.216,85.483,89.384,8.596,8.186,8.96,35.462,34.731,35.784,38.51,37.77,38.869,9.209,8.78,9.58,32.864,32.394,33.175,37.373,36.766,37.78,42.738,45.587,42.272
2026-03-08T09:00:51.832641,148.482,144.939,151.654,3.834,8.678,8.636,8.735,13.65,138.164,133.636,142.397,4.285,13.053,12.97,13.193,20.321,232.677,232.351,231.855,50.131,50.069,50.024,2.196,2.364,2.096,0.923,0.903,0.942,0.83,0.882,0.865,0.901,0.802,9.211,9.508,8.868,86.929,85.666,89.522,8.561,8.141,8.947,35.497,34.656,35.886,38.494,37.838,38.861,9.159,8.729,9.595,32.898,32.385,33.21,37.393,36.747,37.805,42.639,45.598,42.122
